,month,fir_overall_count,fir_caw_count,fir_bywomen_count,arrest_count,dir_count,ncr_count,ps_code,urban,dist_urban,treatment,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd,urban_encoded,treatment_encoded
2332,2019-09-01,21,1,1,1,1,37,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2333,2020-01-01,19,0,0,0,1,32,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2339,2020-03-01,22,1,1,0,0,36,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2340,2019-07-01,35,2,2,5,1,32,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2344,2019-05-01,30,1,1,1,0,39,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2345,2019-10-01,20,0,0,0,0,43,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2347,2020-05-01,26,1,1,1,0,38,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2348,2019-12-01,27,0,0,0,1,44,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2349,2019-08-01,26,0,0,0,0,24,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2350,2019-12-01,34,0,0,0,0,16,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2352,2019-05-01,42,0,0,0,0,28,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2353,2020-03-01,25,0,0,0,0,19,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2355,2020-01-01,41,0,0,0,0,16,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2356,2020-05-01,7,0,0,0,0,4,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2358,2019-07-01,37,1,1,0,0,27,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2363,2019-08-01,36,0,0,0,0,24,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2364,2019-09-01,34,0,0,0,0,15,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2366,2019-06-01,38,1,1,1,0,24,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2367,2020-02-01,40,0,0,0,0,21,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2368,2019-10-01,35,0,0,0,0,28,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2370,2019-11-01,34,0,0,0,0,23,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2373,2020-04-01,29,0,0,0,0,0,5095.0,Urban,8.0,Treatment,7.0,2.1,2.13,1.0,0.0,1.0,1.0
2375,2019-12-01,45,0,0,0,2,42,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2377,2020-01-01,46,1,1,1,1,46,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2378,2019-11-01,39,0,0,0,0,45,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2381,2020-04-01,35,0,0,0,0,3,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2382,2019-10-01,39,0,0,0,0,41,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2386,2020-03-01,29,0,0,0,0,29,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2390,2019-08-01,33,0,0,0,0,52,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2392,2019-09-01,44,0,0,0,2,38,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2394,2020-05-01,16,0,0,0,0,12,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2395,2020-02-01,39,1,1,1,0,39,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2396,2019-06-01,51,1,1,1,1,61,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2398,2019-07-01,46,0,0,0,0,56,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2399,2019-05-01,42,0,0,0,0,53,5096.0,Urban,8.0,Treatment,7.0,2.2307692,1.2,0.0,1.0,1.0,1.0
2400,2020-05-01,47,0,0,0,1,22,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2404,2020-01-01,99,0,0,0,0,102,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2405,2020-02-01,97,1,1,0,1,70,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2406,2019-08-01,84,1,1,1,0,62,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2408,2020-04-01,56,0,0,0,0,1,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2409,2019-12-01,69,1,1,1,0,98,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2410,2019-09-01,74,0,0,0,0,105,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2411,2019-11-01,89,1,1,0,0,99,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2413,2019-07-01,92,1,1,1,0,108,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2416,2019-05-01,71,0,0,0,0,89,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2420,2019-10-01,95,0,0,0,0,102,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2421,2020-03-01,73,0,0,0,0,64,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2422,2019-06-01,101,0,0,0,0,90,5097.0,Urban,8.0,Treatment,6.0,1.5,1.08,1.0,0.0,1.0,1.0
2425,2020-04-01,144,3,2,3,0,79,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2426,2019-08-01,42,7,6,5,0,140,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2427,2019-07-01,60,10,6,4,0,161,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2429,2019-09-01,60,5,3,1,0,109,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2430,2020-03-01,63,9,7,3,9,115,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2435,2020-01-01,85,8,5,3,7,128,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2436,2019-05-01,60,16,7,18,0,172,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2437,2019-12-01,59,4,4,0,4,123,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2439,2019-10-01,79,12,6,4,1,149,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2443,2020-05-01,70,0,0,0,0,99,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2445,2020-02-01,80,5,4,0,15,91,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2446,2019-11-01,71,8,4,9,1,128,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2448,2019-06-01,64,9,5,8,0,156,6098.0,Urban,10.0,Treatment,6.0,1.1666666,1.25,1.0,0.0,1.0,1.0
2450,2020-01-01,41,4,4,4,1,40,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2452,2020-02-01,27,10,5,18,2,44,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2454,2019-07-01,37,7,6,2,0,58,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2457,2019-06-01,30,7,4,3,0,62,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2458,2019-09-01,28,8,5,11,0,54,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2460,2020-03-01,25,4,5,2,4,39,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2462,2020-04-01,44,2,1,2,0,28,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2463,2019-12-01,14,3,3,1,10,32,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2464,2019-08-01,16,4,3,4,0,49,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2465,2019-05-01,36,11,7,9,0,48,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2467,2019-10-01,40,8,3,15,2,71,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2468,2020-05-01,28,5,4,7,0,59,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2469,2019-11-01,28,3,2,3,6,55,6099.0,Rural,9.0,Treatment,9.0,3.5285714,2.15,1.0,0.0,0.0,1.0
2475,2019-06-01,24,6,4,3,0,62,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2478,2019-08-01,22,3,2,1,0,32,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2480,2020-01-01,34,11,6,5,1,58,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2483,2019-05-01,22,8,5,4,0,51,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2484,2020-05-01,35,5,4,1,0,74,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2485,2020-03-01,22,3,2,1,4,48,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2488,2019-10-01,28,4,4,8,1,55,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2489,2019-09-01,17,2,2,0,0,60,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2492,2019-12-01,19,1,1,0,1,56,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2493,2020-02-01,31,7,4,3,2,40,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2494,2019-07-01,19,4,3,1,0,82,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2495,2019-11-01,22,3,2,1,2,37,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2497,2020-04-01,37,1,1,0,0,21,6100.0,Rural,9.0,Treatment,8.0,2.7727273,1.04,0.0,1.0,0.0,1.0
2551,2020-01-01,26,5,2,11,8,49,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2554,2019-11-01,16,1,1,1,2,48,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2555,2020-02-01,20,6,4,12,12,44,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2556,2019-10-01,15,1,1,2,2,51,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2558,2019-09-01,18,3,3,5,0,50,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2559,2019-07-01,26,4,3,10,0,53,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2561,2019-06-01,16,6,4,7,0,64,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2562,2019-08-01,14,2,2,2,0,36,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2567,2019-05-01,18,3,3,8,0,60,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2568,2020-05-01,14,3,2,5,2,34,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2569,2019-12-01,14,4,2,7,5,48,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2572,2020-03-01,15,5,1,16,4,46,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2574,2020-04-01,30,0,0,0,0,26,6103.0,Urban,10.0,Treatment,9.0,3.6694915,2.19,1.0,0.0,1.0,1.0
2575,2019-12-01,13,0,0,0,5,26,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2577,2020-04-01,29,0,0,0,0,6,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2578,2019-11-01,9,2,2,1,2,22,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2579,2019-08-01,12,1,1,0,0,23,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2581,2019-10-01,15,3,2,2,2,26,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2583,2020-02-01,20,1,1,0,2,11,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2584,2020-05-01,12,2,2,14,0,16,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2585,2019-05-01,19,4,3,3,0,28,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2586,2019-07-01,24,2,2,0,0,28,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2588,2020-01-01,15,2,2,2,2,32,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2591,2020-03-01,8,4,3,4,2,10,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2594,2019-09-01,19,2,1,1,0,23,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2598,2019-06-01,20,2,2,2,0,23,6104.0,Urban,10.0,Treatment,8.0,2.5454545,2.45,0.0,1.0,1.0,1.0
2627,2020-05-01,104,3,2,6,0,60,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2630,2020-02-01,24,3,3,6,9,106,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2631,2019-05-01,38,4,4,2,0,152,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2636,2019-12-01,16,1,1,1,2,87,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2637,2019-08-01,20,3,3,2,0,105,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2638,2020-04-01,254,0,0,0,0,32,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2639,2019-09-01,15,1,1,1,0,132,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2640,2019-10-01,35,3,3,2,5,174,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2641,2019-11-01,20,3,3,4,2,83,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2642,2019-06-01,30,2,2,0,0,165,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2645,2019-07-01,29,4,3,1,0,123,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2648,2020-03-01,33,2,2,3,5,100,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2649,2020-01-01,29,6,4,7,10,111,6106.0,Urban,10.0,Treatment,8.0,3.8333335,1.25,1.0,0.0,1.0,1.0
2675,2019-08-01,39,8,5,11,0,44,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2676,2019-06-01,53,9,5,14,0,73,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2677,2019-07-01,52,4,3,0,0,92,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2679,2020-04-01,50,2,2,2,0,16,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2680,2019-12-01,40,8,4,7,8,55,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2681,2020-03-01,28,4,3,0,6,58,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2684,2020-01-01,52,14,7,5,12,61,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2685,2019-05-01,49,8,6,12,0,60,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2686,2020-05-01,39,2,2,4,0,25,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2690,2019-11-01,38,11,5,3,2,58,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2692,2019-10-01,56,11,7,12,3,71,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2693,2020-02-01,70,16,5,8,32,74,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2696,2019-09-01,40,8,6,18,0,38,6108.0,Urban,10.0,Treatment,8.0,3.5636363,1.2,0.0,1.0,1.0,1.0
2701,2019-09-01,35,15,7,26,0,59,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2704,2019-05-01,32,9,3,8,0,87,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2706,2020-02-01,24,8,6,0,0,75,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2710,2020-01-01,20,3,3,0,2,70,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2711,2019-11-01,21,4,3,1,0,110,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2712,2020-04-01,13,2,2,0,0,37,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2714,2019-07-01,37,14,5,23,0,105,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2716,2020-05-01,27,3,3,3,0,99,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2717,2019-10-01,31,9,4,7,1,87,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2721,2019-06-01,35,9,5,12,0,102,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2722,2019-12-01,15,3,1,0,1,86,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2723,2019-08-01,27,8,5,12,0,85,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2724,2020-03-01,17,5,4,0,1,82,6109.0,Rural,9.0,Treatment,8.0,2.7045455,2.15,0.0,1.0,0.0,1.0
2725,2019-10-01,46,6,4,9,6,169,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2728,2020-04-01,49,2,2,4,0,63,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2730,2020-05-01,52,2,2,1,0,68,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2735,2019-06-01,65,20,10,24,0,170,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2736,2019-09-01,38,5,4,1,0,107,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2737,2019-12-01,40,4,1,7,10,123,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2738,2019-11-01,43,7,3,9,4,78,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2739,2019-05-01,41,5,3,9,0,157,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2740,2020-02-01,53,3,2,1,25,103,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2743,2020-01-01,36,1,1,0,17,119,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2745,2019-07-01,40,3,3,3,0,167,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2747,2020-03-01,44,4,3,1,4,106,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2748,2019-08-01,35,3,2,2,0,144,6110.0,Urban,10.0,Treatment,5.0,1.7111111,1.2,1.0,0.0,1.0,1.0
2776,2019-11-01,16,4,3,1,4,40,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2778,2019-08-01,14,4,3,3,0,41,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2783,2019-06-01,23,8,5,3,0,55,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2784,2020-02-01,15,7,4,7,5,47,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2786,2019-10-01,13,2,2,2,2,47,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2787,2020-05-01,24,4,4,4,1,60,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2789,2019-12-01,18,7,6,7,2,41,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2790,2020-03-01,29,9,5,7,3,42,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2791,2019-05-01,19,5,4,7,0,42,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2792,2019-09-01,9,1,1,1,0,45,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2793,2019-07-01,22,4,1,6,0,66,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2794,2020-01-01,11,1,1,1,3,34,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2799,2020-04-01,41,1,1,1,0,25,6112.0,Urban,10.0,Treatment,9.0,3.3333335,2.25,0.0,1.0,1.0,1.0
2827,2019-10-01,36,12,5,13,3,22,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2828,2019-05-01,25,8,6,12,0,33,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2829,2019-11-01,22,7,5,7,2,15,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2832,2019-06-01,26,14,8,23,0,39,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2834,2019-09-01,15,7,6,10,0,24,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2836,2020-05-01,17,4,3,7,5,41,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2839,2020-03-01,26,9,5,8,5,21,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2841,2020-01-01,31,4,3,3,6,35,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2842,2020-04-01,22,4,3,6,4,18,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2843,2019-08-01,22,4,3,4,0,24,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2844,2020-02-01,20,8,6,9,7,27,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2846,2019-12-01,10,2,2,1,0,13,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2849,2019-07-01,14,3,3,5,0,38,6114.0,Rural,9.0,Treatment,8.0,3.8846154,2.4,1.0,0.0,0.0,1.0
2852,2019-10-01,39,9,5,11,3,48,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2853,2020-01-01,45,8,3,3,7,26,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2854,2019-06-01,30,4,2,6,0,37,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2856,2019-07-01,38,10,5,2,0,38,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2857,2019-08-01,36,6,3,2,0,39,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2858,2020-04-01,27,0,0,0,0,7,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2860,2019-12-01,32,5,3,3,10,36,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
2861,2020-02-01,36,6,3,0,4,38,6115.0,Urban,10.0,Treatment,9.0,2.5208333,2.5,0.0,1.0,1.0,1.0
